,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
uu3739,5942,,,,6,,,19,,,,stella,我知道，可你说的也没错,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3740,5943,,,,6,,,19,,,,stella,人就是要发泄的，不发泄就是承受不住的,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3741,5944,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3742,5945,,,,6,,,19,,,,stella,真的有这么好的人，她们也真的活不下去,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3743,5946,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3744,5947,,,,6,16,,special,,,,,,,fadein,,220,,,,,,,,,,,,,,,,,,0,,,,
uu3745,5948,,,,6,16,,special,,,8,,gradual,,ben,,110,,,,,,,,,,,,,,,,,,7,,,,
uu3746,5949,,,,7,16,,16,,,8,ben,她,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3747,5950,,,,7,16,,16,,,8,ben,抑郁,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3748,5951,,,,7,16,,16,,,8,ben,为什么不和我说,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3749,5952,,,,6,16,,19,,,8,stella,没说吗？,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3750,5953,,,,6,16,,19,,,8,stella,她提过很多次抑郁吧 你当回事了吗？,,,,,,,,,word,,,,,,,,,,,,,17,,,,
uu3751,5954,,,,6,16,,16,,,8,ben,不是……,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3752,5955,,,,6,16,,19,,,8,stella,那是什么,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3753,5956,,,,6,16,,16,,,8,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3754,5957,,,,6,16,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3755,5958,,,,6,16,,19,,,8,stella,是她拉着你的手告诉你她得了抑郁症,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3756,5959,,,,6,16,,19,,,8,stella,症状是什么样的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3757,5960,,,,6,16,,19,,,8,stella,她非常难受，求你一定要救她,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3758,5961,,,,6,16,,19,,,8,stella,要这样才算和你说了对吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3759,5962,,,,6,16,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3760,5963,,,,6,16,,19,,,8,stella,确实，如果这样我是相信你会去了解精神疾病的,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3761,5964,,,,6,16,,19,,,8,stella,可是,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3762,5965,,,,6,16,,19,,,8,stella,她要是能这么告诉别人她早告诉了，干嘛等你呢,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3763,5966,,,,6,16,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3764,5967,,,,6,16,,19,,,8,stella,生病的时候她做不了这个,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3765,5968,,,,6,16,,19,,,8,stella,不生病的时候，她的性格你不记得了吗？,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3766,5969,,,,6,16,,19,,,8,stella,没法表达感情，没法信任亲密关系，没法依赖别人,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3767,5970,,,,6,16,,19,,,8,stella,你觉得你有做什么能让她信任你的事吗？,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3768,5971,,,,6,16,,19,,,8,stella,有做什么让她<class='bold'>克服连父母都不敢依赖的阴影却依赖你</class>的事吗？,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3769,5972,,,,6,16,,19,,,8,stella,你做到答应过她的事了吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3770,5973,,,,6,16,,19,,,8,stella,她告诉你回避，你是怎么跟她说的，后来你又是怎么做的？,,,,,,,,,,,,,,,,,,,,,,26,,,,
uu3771,5974,,,,6,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3772,5975,,,,6,16,,19,,,9,stella,你让她怎么信任你呢？,,,,,,,,,word,,,,,,,,,,,,,10,,,,
uu3773,5976,,,,6,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3774,5977,,,,6,16,,19,,,9,stella,你有没有想过她 为什么喜欢你， 喜欢你哪里？,,,,,,,,,word,,,,,,,,,,,,,22,,,,
uu3775,5978,,,,6,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3776,5979,,,,6,16,,20,,,9,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3777,5980,,,,6,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3778,5981,,,,6,16,,19,,,9,stella,你写过什么东西，有什么成绩,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3779,5982,,,,6,16,,19,,,9,stella,这种理由值得为一个不理她的人坚持半年吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3780,5983,,,,6,16,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3781,5984,,,,6,16,,19,,,9,stella,她喜欢你理解别人,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3782,5985,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
depress6,5986,,,olposition,6,,,r,1,45,28,ben,我家就是普通市民家庭,,,,,124,107,,,1429,107,,landr,,,,,520,150,1400,150,,10,,,,
uu3784,5987,,,,6,,,r,2,45,28,ben,但即使是这样我也已经有这个世界上很多很多人没有的条件了,,,,,,,,,,,,landr,,,,,,,,,,27,,,,
uu3785,5988,,1050-8,,6,,,r,3,45,28,ben,我可以二选一，穷但轻松，赚钱但累,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu3786,5989,,,,6,,,r,4,45,28,ben,但无数人没得选的，只有穷且累,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
uu3787,5990,,,cleanolall,6,,,r,1,45,28,ben,不能我在跟出身好的人比就说是人家投了个好胎,,,,,,,,,,,,landr,,,,,,,,,,21,,,,
uu3788,5991,,,,6,,,r,2,45,28,ben,跟出身不如我的人比就说是我自己优秀,,,,,,,,,,,,landr,,,,,,,,,,17,,,,
uu3789,5992,,,,6,,,r,3,45,28,ben,这不对,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu3790,5993,,,,6,,,special,,46,28,,gradual,,stella,,70,,,,,,,,,,,,,,,,,,7,,,,
uu3791,5994,,,cleanolall,6,,,l,1,46,28,stella,<class='bandi'>每当你想要批评别人的时候</class>,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu3792,5995,,,,6,,,r,2,46,29,ben,<class='bandi'>你要记得，不是每个人都有你这样的条件的</class>,,ben,,40,,,,,,,,landr,,,,,,,,,,19,,,,
uu3793,5996,,,,6,,,special,,44,29,,gradual,,stella,,140,,,,,,,,,,,,,,,,,,7,,,,
uu3794,5997,,黑屏,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3795,5998,,,offposition,6,21,,9,,41,31,ben,自己状态不好做不了事，最着急的是自己吧？,,,,,214,209,753,238,1130,163,1033,238,477,406,,,,,,,,20,,,,
uu3796,5999,,30-34,,6,21,,9,,41,31,ben,最亲近的人，这时候不来安慰还要来指责，为什么啊,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3797,6000,,30-127,,6,21,,9,,41,31,ben,是自己没有过这种时候吗？还是觉得别人没有心,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3798,6001,,,,6,21,,,,47,30,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3799,6002,,,,6,21,,9,,47,31,ben,我知道这种感觉,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3800,6003,,,,6,21,,9,,47,31,ben,我永远不会这么对你,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3801,6004,,,offposition,6,16,,20,,,10,ben,！,,,,,,,426,743,520,294,1576,336,,,,,,,,,,1,,,,
uu3802,6005,,,,6,16,,19,,,10,stella,但你后来呢,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3803,6006,,,,6,16,,19,,,10,stella,你说话的方式，你对精神痛苦的态度，你让她怎么告诉你呢？,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3804,6007,,60-166,,6,,,2,endingposition,,32,ben,我有吗？,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3805,6008,,,,6,,,2,,,33,ben,是有哦，那我确实优越啊,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3806,6009,,,,6,,,2,,,33,ben,这不正常吗？站着的人怎么可能看得起跪着的人,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3807,6010,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3808,6011,,,,6,,,2,endingposition,,34,ben,我不干践踏别人尊严的事,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3809,6012,,,,6,,,2,,,35,ben,但我喜欢看,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3810,6013,,,,6,,,2,,,35,ben,我喜欢逛动物园,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3811,6014,,黑屏,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3812,6015,,,,6,,,2,endingposition,,36,ben,我没叫过苦，就是我不苦吗？,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3813,6016,,,,6,,,2,,,36,ben,是我知道叫苦没用,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3814,6017,,,,6,,,2,,,36,ben,就他苦啊，大家活着谁不苦啊，谁不孤独啊,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3815,6018,,,,6,,,2,,,36,ben,有多少人还在饥饿和贫困里挣扎，连声音都发不出来，我们这点苦也叫苦吗？,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3816,6019,,,,6,,,2,,,36,ben,我们这样的人应该多为他们发声,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3817,6020,,,,6,,,2,,,36,ben,而不是失个恋，受点苦，就抱个吉他鬼哭狼嚎你自己那点屁事,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3818,6021,,,,6,,,2,,,36,ben,我看人家那一身行头就够我吃好几年了,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3819,6022,,,,6,,,2,,,36,ben,走哪也一帮傻韭菜前呼后拥的,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3820,6023,,,,6,,,2,,,36,ben,我就不懂了，他痛苦什么呢,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3821,6024,,,,6,,,2,,,36,ben,是下一栋别墅的钱还没着落，还是私人飞机没钱加油了？,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3822,6025,,,,6,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3823,6026,,,,6,,,2,,,36,ben,我承认，我是嫉妒人家,,,,,,,,,,,,,,,,,,,,,,10,,,,
uu3824,6027,,,,6,,,2,,,36,ben,又有钱，又有名，走到哪都一帮人前呼后拥的,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3825,6028,,,,6,,,2,,,36,ben,我能不嫉妒吗？,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3826,6029,,,,6,,,2,,,36,ben,最嫉妒的就是，人家对吃苦这件事可以不用理解的那么深,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3827,6030,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,520,294,1576,336,,,,,,,,,,0,,,,
uu3828,6031,,,,6,16,,19,,,10,stella,她鼓起勇气告诉你，然后被你说<class='bold'>你这也叫苦</class>吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3829,6032,,,,7,16,,20,,,11,ben,我不是,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3830,6033,,,,7,16,,20,,,11,ben,我,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3831,6034,,,,6,16,,19,,,12,stella,我知道你不是,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3832,6035,,,,6,16,,19,,,12,stella,我知道你是真心的会理解别人，你说那些不是说好听的,,,,,,,,,,,,,,,,,,,,,,24,,,,
uu3833,6036,,,,6,16,,19,,,12,stella,我知道你有多讨厌<class='bold'>你穷还不是你不努力</class>,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3834,6037,,,,6,16,,19,,,12,stella,但这就是你的问题,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3835,6038,,,,6,16,,19,,,12,stella,你只经历过贫穷，你只能理解物质是不平等的，你不理解精神也是,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3836,6039,,,,6,16,,19,,,12,stella,你没有察觉地一直在和她说一样的话：<class='bold'>你抑郁还不是你不坚强</class>,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3837,6040,,,,6,16,,19,,,13,stella,你让她怎么告诉 你呢？,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3838,6041,,,,6,16,,19,,,13,stella,那是她从出生积累起来的保护机制,,,,,,,,,,,,,,,,,,,,,,15,,,,
saveher,6042,,黑屏,offposition,6,,,,,,,,,,,,,,,426,743,520,294,1576,336,,,,,,,,,,0,,,,
uu3840,6043,,,,6,16,,special,,,,,,,fadein,,130,,,,,,,,,,,,,,,,,,0,,,,
uu3841,6044,,,,6,16,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3842,6045,,,,7,16,,20,,,14,ben,我是不是,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3843,6046,,,,7,16,,20,,,14,ben,本来可以救她的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3844,6047,,,,6,16,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3845,6048,,,,6,16,,19,,,14,stella,她有没有跟你提过去看病，去医院这类的,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3846,6049,,,,7,16,,20,,,14,ben,……,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3847,6050,,,,7,16,,20,,,14,ben,没有,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3848,6051,,,,6,16,,19,,,14,stella,那她有没有用药，你知道吗？,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3849,6052,,,,6,16,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3850,6053,,,,7,16,,20,,,14,ben,不知道……,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3851,6054,,,,6,16,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3852,6055,,,,7,16,,20,,,14,ben,见面的时候没有,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3853,6056,,,,6,16,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3854,6057,,,,6,16,,19,,,14,stella,所以她还有很多治疗方法没有尝试过,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3855,6058,,,,6,16,,special,,,14,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3856,6059,,,,6,16,,19,,,14,stella,抑郁障碍并没有那么难治，它的问题不在治愈率，在就医率,,,,,,,,,,,,,,,,,,,,,,26,,,,
uu3857,6060,,,,6,16,,special,,,14,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3858,6061,,,,7,16,,20,,,15,ben,她会不会没有告诉我……她去看过病,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3859,6062,,,,6,16,,19,,,15,stella,有可能,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3860,6063,,,,6,16,,19,,,15,stella,她有可能去看过几次病，甚至吃过一些抗抑郁药，接受过一段时间的治疗,,,,,,,,,,,,,,,,,,,,,,32,,,,
uu3861,6064,,,,6,16,,19,,,15,stella,但这没有意义,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3862,6065,,,,6,16,,19,,,15,stella,太少了,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3863,6066,,,,6,16,,19,,,15,stella,就医率说的不是就一次医，是坚持就医,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3864,6067,,,,6,16,,19,,,15,stella,抑郁症的治疗，就算患者配合也至少几个月起,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu38641,6068,,,,6,16,,19,,,15,stella,超一年再正常不过,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3865,6069,,,,6,16,,19,,,15,stella,她完全有可能去看过一两次病,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu38651,6070,,,,6,16,,19,,,15,stella,但要一个得着会丧失意志力的病的患者，靠她自己一个人配合治疗配合几个月几年,,,,,,,,,,,,,,,,,,,,,,29,,,,
uu3866,6071,,,,6,16,,19,,,15,stella,还可能吗？,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3867,6072,,,,6,16,,19,,,15,stella,患者在生病的时候连按时吃药都很难做到,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3868,6073,,,,6,16,,special,,,15,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3869,6074,,,,6,16,,19,,,15,stella,抗抑郁药不是你吃了等一会药效上来你就没事了,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3870,6075,,,,6,16,,19,,,15,stella,刚开始吃药会有很长一段时间，几周甚至几个月,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3871,6076,,,,6,16,,19,,,15,stella,你感觉不到一点效果，该发作还发作，该难受还难受,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3872,6077,,,,6,16,,19,,,15,stella,那你会怎么想，如果你是患者你会怎么想,,,,,,,,,,,,,,,,,,,,,,18,,,,
uu3873,6078,,,,6,16,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3874,6079,,,,6,16,,19,,,15,stella,她会想这些药对我没用，推导出其他药也不会有用,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu3875,6080,,,,6,16,,19,,,15,stella,再推导出我没救了，不如早点结束痛苦,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3876,6081,,,,6,16,,special,,,15,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3877,6082,,,,6,16,,19,,,15,stella,这时候身边要是有她信任的人也理解精神疾病，帮助是巨大的,,,,,,,,,,,,,,,,,,,,,,27,,,,
uu3878,6083,,,,6,16,,19,,,15,stella,你可以帮她刹车，提醒她，安慰她,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3879,6084,,,,6,16,,19,,,15,stella,等症状缓解，等她恢复思考能力,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3880,6085,,,,6,16,,19,,,15,stella,你可以阻止她冲动的行动,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3881,6086,,,,6,16,,special,,,15,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3882,6087,,,,6,16,,19,,,15,stella,最重要的是，可以给她坚持的动力,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3883,6088,,,,6,16,,19,,,15,stella,抑郁障碍让人失去对一切事物的兴趣,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3884,6089,,,,6,16,,19,,,15,stella,那她都没有什么留恋的了，为什么要忍受更多煎熬而不是选择解脱呢？,,,,,,,,,,,,,,,,,,,,,,31,,,,
uu3885,6090,,,,6,16,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3886,6091,,,,6,16,,19,,,15,stella,你可能理解不了，但人还有一种留恋，对爱的留恋,,,,,,,,,,,,,,,,,,,,,,22,,,,
uu38871,6092,,,,6,16,,19,,,15,stella,关心，理解，陪伴,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3887,6093,,,,6,16,,19,,,15,stella,告诉她她是被需要的 就是对抗痛苦的动力,,,,,,,,,word,,,,,,,,,,,,,19,,,,
uu3888,6094,,,,6,16,,special,,,15,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3889,6095,,,,6,16,,19,,,15,stella,你能不能救她，不能,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3890,6096,,,,6,16,,19,,,15,stella,治疗才可以救她,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3891,6097,,,,6,16,,19,,,15,stella,但你可以成为她接受治疗的动力,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3892,6098,,,,6,16,,special,,,15,,hammer,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3893,6099,,,,6,16,,19,,,16,stella,我觉得她的直觉没错,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3894,6100,,,,6,16,,19,,,16,stella,她从一开始就没 看错人,,,,,,,,,word,,,,,,,,,,,,,11,,,,
uu3895,6101,,,,6,16,,19,,,16,stella,你就是值得她花那么长时间，她最后的时间认识的人,,,,,,,,,,,,,,,,,,,,,,23,,,,
uu3896,6102,,,,6,16,,19,,,16,stella,你本来做得到的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3897,6103,,,,6,16,,19,,,16,stella,理解抑郁症，理解她，陪她，体谅她，这些你都做得到的,,,,,,,,,,,,,,,,,,,,,,25,,,,
uu3898,6104,,,,6,16,,19,,,16,stella,可是没机会了,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3899,6105,,,,6,16,,19,,,16,stella,她回不来了,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3900,6106,,,,6,16,,19,,,16,stella,永远回不来了,,,,,,,,,,,,,,,,,,,,,,6,,,,
uu3901,6107,,,,6,16,,19,,,16,stella,你再也见不到她了,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3902,6108,,,,6,16,,special,,,16,,hammerbig,,,,,,,,,,,,,,,,,,,,,,9,,,,
timemachine,6109,,,offposition,6,17,,special,,,,,,,fadein,,230,787,159,582,273,,,1456,750,,,,,,,,,,0,,,,
uu3904,6110,,,,6,17,,special,,25,,,gradual,,stella,,180,,,,,,,,,,,,,,,,,,7,,,,
uu3905,6111,,,,6,17,,9,,25,,stella,假如我们分开了，你会记得我吗,,,,,,,,,,,,,,,,,,,,,,14,,,,
uu3906,6112,,,,6,17,,15,,25,,ben,那你先答应我在一起再说分开,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3907,6113,,,,6,17,,9,,25,,stella,假如嘛,,,,,,,,,,,,,,,,,,,,,,3,,,,
uu3908,6114,,,,6,17,,15,,25,,ben,……,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3909,6115,,,,6,17,,15,,25,,ben,不会,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3910,6116,,,,6,17,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3911,6117,,,,6,17,,15,,24,,ben,这不是很正常吗，你会希望我记得前女友吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3912,6118,,,,6,17,,9,,25,,stella,其实我没关系的,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3913,6119,,,,6,17,,15,,25,,ben,那没办法，我内存比较小，只能记得一个人,,,,,,,,,,,,,,,,,,,,,,19,,,,
uu3914,6120,,,,6,17,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3915,6121,,,,6,17,,15,,24,,ben,不要和我分开不就行了吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
uu3916,6122,,,,6,17,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3917,6123,,,,6,17,,9,,24,,stella,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
uu3918,6124,,,,6,17,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3919,6125,,,,6,17,,9,,24,,stella,那如果我死了呢,,,,,,,,,,,,,,,,,,,,,,7,,,,
uu3920,6126,,,,6,17,,9,,24,,stella,你会想我吗,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3921,6127,,,,6,17,,15,,24,,ben,我会造时光机去找你,,,,,,,,,,,,,,,,,,,,,,9,,,,
uu3922,6128,,,,6,17,,9,,25,,stella,瞎说,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3923,6129,,,,6,17,,15,,25,,ben,你先瞎说的,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3924,6130,,,,6,17,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3925,6131,,黑屏,offposition,6,,,,,,,,,,,,,,,400,700,1128,221,888,234,,,,,,,,,,0,,,,
uu3926,6132,,,,6,18,,special,,,,,,,fadein,,50,,,,,,,,,,,,,,,,,,0,,,,
uu3927,6133,,,,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3928,6134,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3929,6135,,,,6,18,,19,,,17,stella,你真造时光机吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3930,6136,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3931,6137,,,,6,18,,19,,,17,stella,时光机是不可能存在的，你知道的吧,,,,,,,,,,,,,,,,,,,,,,16,,,,
uu3932,6138,,,,6,18,,19,,,17,stella,时间只是一个概念,,,,,,,,,,,,,,,,,,,,,,8,,,,
uu3933,6139,,,,6,18,,20,,,18,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3934,6140,,,,6,18,,20,,,18,ben,不是时光机,,,,,,,,,,,,,,,,,,,,,,5,,,,
uu3935,6141,,,,6,18,,20,,,18,ben,平行世界,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3936,6142,,,,6,18,,20,,,18,ben,平行世界和时光机不一样,,,,,,,,,,,,,,,,,,,,,,11,,,,
uu3937,6143,,,,6,18,,20,,,18,ben,平行世界是符合量子力学的，是有可能存在的,,,,,,,,,,,,,,,,,,,,,,20,,,,
uu3938,6144,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3939,6145,,,,6,18,,19,,,17,stella,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu39391,6146,,,,6,18,,19,,,17,stella,那我问你,,,,,,,,,,,,,,,,,,,,,,4,,,,
uu3940,6147,,,,6,18,,19,,,17,stella,就算平行世界存在，你怎么去呢？,,,,,,,,,,,,,,,,,,,,,,15,,,,
uu3941,6148,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3942,6149,,,,6,18,,19,,,17,stella,就算你好厉害，开了个去平行世界的洞,,,,,,,,,,,,,,,,,,,,,,17,,,,
uu3943,6150,,,,6,18,,19,,,17,stella,无数个平行世界里哪个是Stella在的呢？,,,,,,,,,,,,,,,,,,,,,,21,,,,
uu3944,6151,,,,6,18,,20,,,17,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
uu3945,6152,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3946,6153,,,,6,18,,19,,,17,stella,我给你提供一个更现实的方案,,,,,,,,,,,,,,,,,,,,,,13,,,,
uu3947,6154,,,,6,18,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu3948,6155,,,,6,18,,19,,,17,stella,你知道你可以花个几十万克隆死去的宠物，知道这种服务吧,,,,,,,,,,,,,,,,,,,,,,26,,,,
